Date,Open,High,Low,Close,Adj Close,Volume
3/13/1991,21.408731,21.857864,21.25902,21.708153,15.63084,0
3/14/1991,21.708153,21.708153,21.708153,21.708153,15.63084,0
3/15/1991,21.25902,22.157288,21.25902,21.708153,15.63084,0
3/18/1991,21.25902,21.558441,20.959597,21.25902,15.307444,0
3/19/1991,21.25902,21.25902,21.25902,21.25902,15.307444,0
3/20/1991,20.959597,21.25902,20.061329,20.959597,15.091847,0
3/21/1991,20.36075,21.109308,20.36075,20.959597,15.091847,0
3/22/1991,21.25902,21.558441,20.660173,20.660173,14.87625,0
3/25/1991,20.660173,20.959597,20.36075,20.959597,15.091847,0
3/26/1991,20.36075,20.959597,20.36075,20.809885,14.984048,0
3/27/1991,20.660173,21.25902,20.660173,20.660173,14.87625,0
3/28/1991,20.660173,20.660173,20.660173,20.660173,14.87625,0
3/29/1991,20.660173,20.660173,20.660173,20.660173,14.87625,0
4/1/1991,20.959597,21.558441,20.959597,21.558441,15.523039,0
4/2/1991,21.857864,22.456711,21.857864,22.456711,16.169842,0
4/3/1991,22.456711,23.055555,22.306999,22.756132,16.385439,0
4/4/1991,22.157288,22.905846,22.157288,22.905846,16.493235,0
4/5/1991,22.756132,24.253246,22.756132,24.103537,17.355627,0
4/8/1991,25.151516,25.600651,24.852093,25.450937,18.325815,0
4/9/1991,25.151516,26.349207,25.151516,25.450937,18.325815,0
4/10/1991,25.450937,25.450937,25.450937,25.450937,18.325815,0
4/11/1991,25.450937,25.900072,25.450937,25.900072,18.649216,0
4/12/1991,26.798342,27.546898,26.64863,26.798342,19.296009,0
4/15/1991,27.546898,28.145744,27.097763,27.247475,19.619402,0
4/16/1991,27.546898,27.546898,26.049784,26.798342,19.296009,0
4/17/1991,26.798342,26.798342,26.798342,26.798342,19.296009,0
4/18/1991,26.349207,27.097763,25.900072,26.64863,19.18821,0
4/19/1991,26.64863,27.397186,26.64863,26.948053,19.403807,0
4/22/1991,26.948053,27.397186,26.64863,27.247475,19.619402,0
4/23/1991,26.798342,27.097763,26.64863,26.948053,19.403807,0
4/24/1991,26.948053,27.247475,26.64863,26.948053,19.403807,0
4/25/1991,27.397186,27.546898,26.798342,26.948053,19.403807,0
4/26/1991,27.247475,27.397186,26.798342,26.948053,19.403807,0
4/29/1991,26.64863,27.097763,26.349207,26.948053,19.403807,0
4/30/1991,26.64863,26.948053,26.498919,26.64863,19.18821,0
5/1/1991,26.64863,26.64863,26.64863,26.64863,19.18821,0
5/2/1991,26.64863,26.64863,26.64863,26.64863,19.18821,0
5/3/1991,27.846321,28.594877,27.696609,27.846321,20.050596,0
5/6/1991,27.696609,27.846321,26.948053,27.097763,19.511604,0
5/7/1991,26.798342,27.397186,26.64863,27.097763,19.511604,0
5/8/1991,27.846321,27.846321,27.247475,27.247475,19.619402,0
5/9/1991,27.097763,27.247475,26.948053,27.097763,19.511604,0
5/10/1991,27.397186,27.846321,27.397186,27.546898,19.835003,0
5/13/1991,27.546898,27.996033,27.247475,27.247475,19.619402,0
5/14/1991,27.247475,27.397186,26.948053,27.397186,19.727203,0
5/15/1991,27.397186,27.397186,27.397186,27.397186,19.727203,0
5/16/1991,27.247475,27.397186,26.948053,27.097763,19.511604,0
5/17/1991,27.247475,27.546898,27.097763,27.097763,19.511604,0
5/20/1991,26.948053,27.247475,26.798342,27.097763,19.511604,0
5/21/1991,27.097763,27.696609,27.097763,27.546898,19.835003,0
5/22/1991,27.546898,27.546898,27.546898,27.546898,19.835003,0
5/23/1991,26.948053,27.397186,26.948053,27.097763,19.511604,0
5/24/1991,27.097763,27.097763,27.097763,27.097763,19.511604,0
5/27/1991,26.948053,27.247475,26.798342,26.948053,19.403807,0
5/28/1991,26.948053,26.948053,26.948053,26.948053,19.403807,0
5/29/1991,26.948053,26.948053,26.948053,26.948053,19.403807,0
5/30/1991,27.247475,27.247475,26.64863,26.798342,19.296009,0
5/31/1991,26.498919,28.744589,26.349207,27.247475,19.619402,0
6/3/1991,27.097763,27.247475,26.798342,26.948053,19.403807,0
6/4/1991,26.798342,27.247475,26.798342,26.948053,19.403807,0
6/5/1991,26.948053,27.397186,26.498919,26.798342,19.296009,0
6/6/1991,27.397186,27.397186,26.64863,26.64863,19.18821,0
6/7/1991,26.948053,27.097763,26.349207,26.64863,19.18821,0
6/10/1991,26.64863,26.64863,26.64863,26.64863,19.18821,0
6/11/1991,27.097763,27.247475,26.64863,26.948053,19.403807,0
6/12/1991,27.247475,27.397186,26.948053,27.397186,19.727203,0
6/13/1991,27.397186,27.696609,26.64863,26.948053,19.403807,0
6/14/1991,26.948053,26.948053,26.948053,26.948053,19.403807,0
6/17/1991,27.846321,27.846321,27.247475,27.397186,19.727203,0
6/18/1991,27.846321,28.445168,27.397186,28.295456,20.374001,0
6/19/1991,28.145744,28.744589,27.996033,28.295456,20.374001,0
6/20/1991,28.744589,29.642859,28.744589,29.044012,20.912994,0
6/21/1991,29.044012,29.044012,29.044012,29.044012,20.912994,0
6/24/1991,29.642859,29.792568,27.397186,27.546898,19.835003,0
6/25/1991,27.247475,27.996033,27.247475,27.996033,20.158398,0
6/26/1991,27.696609,28.295456,26.049784,26.64863,19.18821,0
6/27/1991,26.64863,28.145744,26.349207,28.145744,20.266197,0
6/28/1991,28.445168,28.744589,26.798342,27.097763,19.511604,0
7/1/1991,27.097763,27.097763,27.097763,27.097763,19.511604,0
7/2/1991,27.996033,28.295456,27.696609,28.145744,20.266197,0
7/3/1991,28.145744,28.295456,27.397186,27.846321,20.050596,0
7/4/1991,27.546898,27.696609,26.948053,27.247475,19.619402,0
7/5/1991,27.546898,28.445168,27.546898,27.846321,20.050596,0
7/8/1991,27.546898,28.295456,27.546898,27.846321,20.050596,0
7/9/1991,27.846321,28.445168,27.846321,28.295456,20.374001,0
7/10/1991,29.343435,29.792568,29.044012,29.044012,20.912994,0
7/11/1991,28.744589,30.241703,28.744589,29.942282,21.559784,0
7/12/1991,30.541126,30.840549,29.642859,29.942282,21.559784,0
7/15/1991,29.493147,29.792568,29.044012,29.044012,20.912994,0
7/16/1991,28.744589,29.642859,28.594877,29.493147,21.236387,0
7/17/1991,29.642859,29.942282,29.044012,29.343435,21.128586,0
7/18/1991,29.343435,29.343435,29.343435,29.343435,21.128586,0
7/19/1991,29.044012,29.493147,29.044012,29.343435,21.128586,0
7/22/1991,29.044012,29.193724,28.445168,28.744589,20.697393,0
7/23/1991,28.744589,28.744589,28.744589,28.744589,20.697393,0
7/24/1991,28.8943,29.493147,28.744589,28.8943,20.805195,0
7/25/1991,29.343435,30.541126,29.343435,30.241703,21.775383,0
7/26/1991,31.139973,32.637085,30.840549,31.289682,22.529972,0
7/29/1991,31.439396,33.235931,31.439396,31.888529,22.961166,0
7/30/1991,31.139973,31.888529,31.139973,31.589106,22.745571,0
7/31/1991,30.840549,31.589106,30.391415,31.139973,22.422174,0
8/1/1991,31.289682,32.18795,31.289682,31.738817,22.853371,0
8/2/1991,32.337662,32.337662,31.439396,31.738817,22.853371,0
8/5/1991,31.139973,32.936508,30.840549,32.337662,23.284565,0
8/6/1991,32.337662,32.337662,32.337662,32.337662,23.284565,0
8/7/1991,33.535355,34.134201,32.786797,33.08622,23.823561,0
8/8/1991,32.637085,33.235931,31.439396,33.08622,23.823561,0
8/9/1991,33.08622,33.984489,33.08622,33.685066,24.254753,0
8/12/1991,34.134201,34.882755,33.535355,34.583336,24.90155,0
8/13/1991,35.781025,36.379871,35.631313,35.930737,25.87174,0
8/14/1991,36.23016,36.829006,35.930737,36.529583,26.302935,0
8/15/1991,36.529583,36.529583,36.529583,36.529583,26.302935,0
8/16/1991,37.128429,37.427853,36.379871,36.829006,26.518532,0
8/19/1991,37.727276,38.026695,36.23016,36.829006,26.518532,0
8/20/1991,36.23016,36.829006,35.781025,36.080448,25.979538,0
8/21/1991,35.481602,36.529583,35.481602,36.379871,26.195133,0
8/22/1991,37.727276,38.026695,37.278141,37.427853,26.949724,0
8/23/1991,37.278141,38.775253,36.978718,38.176407,27.48872,0
8/26/1991,39.074677,40.122658,38.924965,39.823235,28.674507,0
8/27/1991,39.224388,39.673523,39.074677,39.523811,28.458916,0
8/28/1991,39.523811,40.122658,39.523811,39.823235,28.674507,0
8/29/1991,39.823235,39.823235,39.823235,39.823235,28.674507,0
8/30/1991,38.47583,39.523811,38.326118,39.224388,28.243322,0
9/2/1991,39.224388,39.224388,39.224388,39.224388,28.243322,0
9/3/1991,38.924965,39.523811,38.625542,38.775253,27.919918,0
9/4/1991,38.326118,38.924965,38.026695,38.625542,27.812115,0
9/5/1991,39.3741,39.972946,39.074677,39.673523,28.56671,0
9/6/1991,39.823235,40.571789,39.823235,39.823235,28.674507,0
9/9/1991,39.823235,39.823235,39.823235,39.823235,28.674507,0
9/10/1991,39.523811,40.272369,39.3741,39.3741,28.351107,0
9/11/1991,39.3741,39.3741,39.3741,39.3741,28.351107,0
9/12/1991,39.3741,39.3741,39.3741,39.3741,28.351107,0
9/13/1991,39.823235,40.422077,39.224388,40.272369,28.9979,0
9/16/1991,41.020924,41.170635,40.422077,41.020924,29.5369,0
9/17/1991,40.422077,40.422077,39.523811,39.972946,28.782307,0
9/18/1991,39.823235,40.7215,39.523811,39.673523,28.56671,0
9/19/1991,39.673523,39.673523,39.673523,39.673523,28.56671,0
9/20/1991,40.122658,40.122658,38.625542,38.924965,28.027716,0
9/23/1991,38.924965,38.924965,38.924965,38.924965,28.027716,0
9/24/1991,38.625542,38.625542,37.727276,38.326118,27.596523,0
9/25/1991,38.026695,38.775253,38.026695,38.176407,27.48872,0
9/26/1991,37.727276,38.026695,36.379871,36.829006,26.518532,0
9/27/1991,37.727276,39.074677,37.727276,39.074677,28.135511,0
9/30/1991,39.523811,39.673523,38.625542,38.775253,27.919918,0
10/1/1991,38.924965,38.924965,38.026695,38.47583,27.704317,0
10/2/1991,38.47583,38.47583,38.47583,38.47583,27.704317,0
10/3/1991,37.427853,37.727276,37.128429,37.427853,26.949724,0
10/4/1991,36.829006,37.427853,35.930737,36.23016,26.087343,0
10/7/1991,36.978718,37.727276,36.978718,37.128429,26.734133,0
10/8/1991,37.128429,37.128429,37.128429,37.128429,26.734133,0
10/9/1991,36.23016,36.829006,35.930737,36.829006,26.518532,0
10/10/1991,37.427853,38.326118,37.128429,37.876984,27.273121,0
10/11/1991,37.57756,38.326118,37.57756,37.876984,27.273121,0
10/14/1991,38.026695,38.026695,36.978718,37.427853,26.949724,0
10/15/1991,37.278141,37.727276,36.978718,37.57756,27.057526,0
10/16/1991,37.876984,38.625542,37.876984,38.326118,27.596523,0
10/17/1991,38.326118,38.326118,38.326118,38.326118,27.596523,0
10/18/1991,38.625542,38.775253,38.176407,38.326118,27.596523,0
10/21/1991,37.57756,38.176407,37.57756,38.176407,27.48872,0
10/22/1991,37.57756,38.176407,37.57756,38.176407,27.48872,0
10/23/1991,38.47583,38.865082,38.176407,38.805195,27.941479,0
10/24/1991,39.823235,40.422077,39.164501,39.224388,28.243322,0
10/25/1991,39.224388,39.224388,39.224388,39.224388,28.243322,0
10/28/1991,39.224388,39.224388,39.224388,39.224388,28.243322,0
10/29/1991,40.362194,41.080811,40.002888,41.020924,29.5369,0
10/30/1991,40.7215,40.871212,39.823235,39.823235,28.674507,0
10/31/1991,40.422077,41.320347,40.422077,40.7215,29.321302,0
11/1/1991,41.320347,41.61977,40.7215,41.170635,29.644697,0
11/4/1991,41.170635,41.170635,41.170635,41.170635,29.644697,0
11/5/1991,41.320347,41.320347,39.972946,39.972946,28.782307,0
11/6/1991,39.972946,39.972946,39.972946,39.972946,28.782307,0
11/7/1991,39.972946,39.972946,39.972946,39.972946,28.782307,0
11/8/1991,40.571789,40.571789,39.673523,39.823235,28.674507,0
11/11/1991,39.523811,39.823235,38.924965,39.673523,28.56671,0
11/12/1991,39.523811,39.673523,39.074677,39.224388,28.243322,0
11/13/1991,38.625542,39.3741,38.47583,38.924965,28.027716,0
11/14/1991,38.775253,38.775253,38.326118,38.625542,27.812115,0
11/15/1991,38.026695,38.026695,36.679295,37.727276,27.165325,0
11/18/1991,36.829006,37.128429,36.080448,36.379871,26.195133,0
11/19/1991,37.128429,37.427853,36.829006,37.427853,26.949724,0
11/20/1991,37.278141,37.278141,35.33189,35.481602,25.548342,0
11/21/1991,35.481602,35.481602,35.481602,35.481602,25.548342,0
11/22/1991,35.631313,35.631313,33.685066,34.283913,24.685947,0
11/25/1991,34.283913,34.283913,34.283913,34.283913,24.685947,0
11/26/1991,33.984489,34.134201,32.786797,32.936508,23.715759,0
11/27/1991,32.936508,34.134201,32.936508,33.535355,24.146957,0
11/28/1991,33.235931,34.134201,33.235931,33.535355,24.146957,0
11/29/1991,33.834778,34.433624,33.834778,34.134201,24.578154,0
12/2/1991,34.583336,34.583336,33.535355,33.834778,24.362553,0
12/3/1991,33.834778,33.834778,32.786797,33.235931,23.931362,0
12/4/1991,32.936508,32.936508,32.337662,32.487373,23.392365,0
12/5/1991,32.038239,32.337662,31.439396,32.038239,23.068962,0
12/6/1991,32.337662,32.936508,32.337662,32.936508,23.715759,0
12/9/1991,32.786797,33.08622,31.738817,32.038239,23.068962,0
12/10/1991,31.738817,32.18795,31.289682,32.18795,23.176762,0
12/11/1991,32.038239,32.637085,31.888529,32.18795,23.176762,0
12/12/1991,32.337662,32.337662,31.589106,31.888529,22.961166,0
12/13/1991,31.888529,31.888529,31.888529,31.888529,22.961166,0
12/16/1991,31.738817,33.385643,31.738817,33.235931,23.931362,0
12/17/1991,33.385643,33.535355,32.637085,32.637085,23.500164,0
12/18/1991,32.786797,33.08622,32.637085,32.786797,23.607964,0
12/19/1991,33.08622,33.834778,32.786797,33.385643,24.039156,0
12/20/1991,33.535355,33.984489,33.08622,33.535355,24.146957,0
12/23/1991,33.984489,33.984489,33.535355,33.834778,24.362553,0
12/24/1991,34.433624,34.433624,33.834778,33.984489,24.47035,0
12/25/1991,33.984489,33.984489,33.984489,33.984489,24.47035,0
12/26/1991,33.984489,33.984489,33.984489,33.984489,24.47035,0
12/27/1991,33.984489,33.984489,33.984489,33.984489,24.47035,0
12/30/1991,33.984489,33.984489,33.984489,33.984489,24.47035,0
12/31/1991,33.984489,33.984489,33.984489,33.984489,24.47035,0
1/1/1992,34.433624,34.583336,33.685066,34.283913,24.685947,0
1/2/1992,34.733047,34.733047,33.834778,34.283913,24.685947,0
1/3/1992,34.733047,35.631313,34.733047,35.032467,25.224947,0
1/6/1992,35.781025,35.781025,34.583336,34.733047,25.00935,0
1/7/1992,34.433624,34.733047,33.834778,34.433624,24.793749,0
1/8/1992,34.134201,34.882755,33.984489,34.583336,24.90155,0
1/9/1992,34.583336,34.583336,34.134201,34.283913,24.685947,0
1/10/1992,34.283913,34.283913,34.283913,34.283913,24.685947,0
1/13/1992,34.134201,36.978718,34.134201,35.930737,25.87174,0
1/14/1992,35.631313,36.379871,35.33189,36.23016,26.087343,0
1/15/1992,37.128429,37.128429,36.23016,36.529583,26.302935,0
1/16/1992,35.930737,36.379871,35.631313,35.631313,25.656141,0
1/17/1992,35.631313,35.631313,35.631313,35.631313,25.656141,0
1/20/1992,34.733047,35.481602,34.733047,35.33189,25.44054,0
1/21/1992,37.128429,37.57756,36.23016,36.529583,26.302935,0
1/22/1992,36.23016,36.829006,36.080448,36.679295,26.410732,0
1/23/1992,38.326118,38.326118,37.128429,37.278141,26.841932,0
1/24/1992,36.829006,37.278141,36.529583,36.829006,26.518532,0
1/27/1992,36.23016,36.829006,36.080448,36.529583,26.302935,0
1/28/1992,36.529583,36.529583,36.529583,36.529583,26.302935,0
1/29/1992,36.529583,37.278141,36.529583,37.128429,26.734133,0
1/30/1992,37.57756,38.625542,37.128429,38.326118,27.596523,0
1/31/1992,37.727276,38.47583,37.57756,38.176407,27.48872,0
2/3/1992,35.930737,37.727276,35.930737,36.529583,26.302935,0
2/4/1992,36.529583,37.427853,36.529583,37.427853,26.949724,0
2/5/1992,37.727276,38.326118,37.128429,37.727276,27.165325,0
2/6/1992,38.326118,38.326118,37.427853,38.026695,27.380924,0
2/7/1992,38.326118,38.924965,36.829006,37.128429,26.734133,0
2/10/1992,37.128429,37.727276,36.529583,37.427853,26.949724,0
2/11/1992,37.427853,37.427853,37.427853,37.427853,26.949724,0
2/12/1992,38.924965,39.523811,38.026695,38.026695,27.380924,0
2/13/1992,37.727276,38.924965,37.727276,38.924965,28.027716,0
2/14/1992,38.924965,38.924965,38.924965,38.924965,28.027716,0
2/17/1992,39.224388,41.320347,38.924965,41.320347,29.752501,0
2/18/1992,41.320347,41.470058,40.422077,40.422077,29.105711,0
2/19/1992,40.122658,40.122658,38.326118,39.823235,28.674507,0
2/20/1992,40.122658,41.020924,39.823235,40.272369,28.9979,0
2/21/1992,39.523811,41.020924,39.224388,40.571789,29.213503,0
2/24/1992,41.320347,41.320347,40.272369,40.7215,29.321302,0
2/25/1992,40.7215,40.7215,40.7215,40.7215,29.321302,0
2/26/1992,42.51804,44.015152,42.51804,43.116882,31.046078,0
2/27/1992,44.913422,47.159092,43.715729,46.111111,33.202065,0
2/28/1992,47.90765,48.80592,45.512268,48.506496,34.926849,0
3/2/1992,52.099567,52.099567,48.506496,50.901878,36.65163,0
3/3/1992,50.303032,52.099567,49.704185,51.201302,36.867229,0
3/4/1992,51.201302,51.201302,51.201302,51.201302,36.867229,0
3/5/1992,51.201302,51.201302,51.201302,51.201302,36.867229,0
3/6/1992,51.201302,51.201302,51.201302,51.201302,36.867229,0
3/9/1992,51.201302,51.201302,51.201302,51.201302,36.867229,0
3/10/1992,49.105343,49.105343,45.512268,48.506496,34.926849,0
3/11/1992,44.913422,47.90765,44.913422,46.709957,33.633266,0
3/12/1992,47.608227,49.105343,47.308804,48.506496,34.926849,0
3/13/1992,48.506496,50.303032,48.506496,49.704185,35.789238,0
3/16/1992,50.303032,51.500725,50.303032,50.303032,36.22044,0
3/17/1992,50.303032,51.500725,50.303032,50.303032,36.22044,0
3/18/1992,49.704185,50.901878,48.506496,49.105343,35.358044,0
3/19/1992,49.105343,49.105343,49.105343,49.105343,35.358044,0
3/20/1992,49.704185,49.704185,48.80592,49.704185,35.789238,0
3/23/1992,49.704185,49.704185,49.704185,49.704185,35.789238,0
3/24/1992,52.698414,57.489178,51.500725,55.093796,39.670006,0
3/25/1992,52.099567,57.489178,52.099567,57.489178,41.394787,0
3/26/1992,57.489178,57.489178,57.489178,57.489178,41.394787,0
3/27/1992,55.692642,56.291489,52.099567,56.291489,40.532394,0
3/30/1992,62.878792,62.878792,58.686871,59.884563,43.119568,0
3/31/1992,61.681099,64.675323,61.082253,61.082253,43.981964,0
4/1/1992,61.082253,61.082253,61.082253,61.082253,43.981964,0
4/2/1992,62.878792,65.27417,60.782829,61.681099,44.413151,0
4/3/1992,59.884563,64.675323,58.088024,61.681099,44.413151,0
4/6/1992,60.483406,60.782829,58.088024,60.483406,43.550766,0
4/7/1992,59.285717,61.082253,58.986294,61.082253,43.981964,0
4/8/1992,61.082253,70.064934,61.082253,70.064934,50.449894,0
4/9/1992,70.064934,70.064934,70.064934,70.064934,50.449894,0
4/10/1992,68.268402,69.466095,67.070709,68.867249,49.587498,0
4/13/1992,65.873016,67.070709,63.477634,63.477634,45.706741,0
4/14/1992,63.477634,63.477634,63.477634,63.477634,45.706741,0
4/15/1992,63.477634,63.477634,63.477634,63.477634,45.706741,0
4/16/1992,63.477634,63.477634,63.477634,63.477634,45.706741,0
4/17/1992,63.477634,63.477634,63.477634,63.477634,45.706741,0
4/20/1992,63.477634,63.477634,63.477634,63.477634,45.706741,0
4/21/1992,63.477634,63.477634,63.477634,63.477634,45.706741,0
4/22/1992,64.675323,71.262627,64.675323,71.262627,51.312283,0
4/23/1992,71.262627,71.262627,71.262627,71.262627,51.312283,0
4/24/1992,71.262627,71.262627,71.262627,71.262627,51.312283,0
4/27/1992,71.262627,71.262627,71.262627,71.262627,51.312283,0
4/28/1992,63.477634,63.477634,57.489178,60.483406,43.550766,0
4/29/1992,59.884563,61.082253,56.890335,59.884563,43.119568,0
4/30/1992,58.088024,64.076485,58.088024,63.477634,45.706741,0
5/1/1992,63.477634,63.477634,63.477634,63.477634,45.706741,0
5/4/1992,63.477634,63.477634,63.477634,63.477634,45.706741,0
5/5/1992,63.477634,63.477634,63.477634,63.477634,45.706741,0
5/6/1992,56.890335,59.884563,55.093796,59.285717,42.68837,0
5/7/1992,60.483406,61.082253,58.686871,59.884563,43.119568,0
5/8/1992,59.884563,59.884563,59.884563,59.884563,43.119568,0
5/11/1992,57.489178,57.489178,55.093796,56.890335,40.9636,0
5/12/1992,55.093796,55.692642,52.099567,53.29726,38.376419,0
5/13/1992,55.692642,58.686871,55.093796,55.692642,40.101192,0
5/14/1992,56.291489,56.291489,52.698414,54.494949,39.238804,0
5/15/1992,54.494949,54.494949,54.494949,54.494949,39.238804,0
5/18/1992,54.494949,56.291489,53.896107,53.896107,38.807613,0
5/19/1992,55.093796,56.291489,53.896107,55.692642,40.101192,0
5/20/1992,54.494949,55.692642,54.195526,55.093796,39.670006,0
5/21/1992,55.093796,55.093796,55.093796,55.093796,39.670006,0
5/22/1992,51.500725,54.195526,51.500725,53.896107,38.807613,0
5/25/1992,53.29726,53.896107,52.698414,52.997837,38.160812,0
5/26/1992,52.099567,52.099567,50.303032,50.901878,36.65163,0
5/27/1992,52.698414,52.698414,49.105343,49.704185,35.789238,0
5/28/1992,49.105343,49.704185,45.512268,49.105343,35.358044,0
5/29/1992,48.506496,50.452744,47.608227,48.80592,35.142452,0
6/1/1992,47.308804,49.704185,47.308804,49.404762,35.573643,0
6/2/1992,49.105343,52.698414,49.105343,52.398991,37.729618,0
6/3/1992,52.099567,53.29726,50.602455,50.901878,36.65163,0
6/4/1992,49.704185,51.500725,49.704185,50.901878,36.65163,0
6/5/1992,49.105343,52.698414,49.105343,51.201302,36.867229,0
6/8/1992,50.003609,52.099567,50.003609,50.901878,36.65163,0
6/9/1992,50.901878,53.896107,50.901878,52.398991,37.729618,0
6/10/1992,51.500725,53.596684,51.500725,52.698414,37.945225,0
6/11/1992,52.698414,52.698414,52.698414,52.698414,37.945225,0
6/12/1992,52.698414,52.698414,52.698414,52.698414,37.945225,0
6/15/1992,52.698414,52.698414,52.698414,52.698414,37.945225,0
6/16/1992,52.698414,52.698414,52.698414,52.698414,37.945225,0
6/17/1992,52.698414,52.698414,52.698414,52.698414,37.945225,0
6/18/1992,52.698414,52.698414,52.698414,52.698414,37.945225,0
6/19/1992,52.698414,52.698414,52.698414,52.698414,37.945225,0
6/22/1992,52.698414,52.698414,52.698414,52.698414,37.945225,0
6/23/1992,52.698414,52.698414,52.698414,52.698414,37.945225,0
6/24/1992,52.698414,52.698414,52.698414,52.698414,37.945225,0
6/25/1992,50.901878,51.500725,50.602455,51.500725,37.082829,0
6/26/1992,51.500725,51.500725,51.500725,51.500725,37.082829,0
6/29/1992,51.500725,51.500725,51.500725,51.500725,37.082829,0
6/30/1992,51.500725,51.500725,51.500725,51.500725,37.082829,0
7/1/1992,51.500725,51.500725,51.500725,51.500725,37.082829,0
7/2/1992,51.500725,51.500725,51.500725,51.500725,37.082829,0
7/3/1992,51.500725,51.500725,51.500725,51.500725,37.082829,0
7/6/1992,51.500725,51.500725,51.500725,51.500725,37.082829,0
7/7/1992,51.500725,51.500725,51.500725,51.500725,37.082829,0
7/8/1992,51.500725,51.500725,51.500725,51.500725,37.082829,0
7/9/1992,51.500725,51.500725,51.500725,51.500725,37.082829,0
7/10/1992,51.500725,51.500725,51.500725,51.500725,37.082829,0
7/13/1992,51.500725,51.500725,51.500725,51.500725,37.082829,0
7/14/1992,51.500725,51.500725,51.500725,51.500725,37.082829,0
7/15/1992,46.111111,46.111111,46.111111,46.111111,33.202065,0
7/16/1992,44.913422,44.913422,43.116882,43.116882,31.046078,0
7/17/1992,41.919193,42.51804,39.523811,41.919193,30.183695,0
7/20/1992,42.51804,43.116882,40.7215,41.919193,30.183695,0
7/21/1992,41.919193,43.116882,41.919193,43.116882,31.046078,0
7/22/1992,41.919193,42.51804,41.020924,41.320347,29.752501,0
7/23/1992,40.122658,40.122658,36.829006,37.128429,26.734133,0
7/24/1992,37.128429,37.128429,37.128429,37.128429,26.734133,0
7/27/1992,37.727276,39.523811,37.727276,38.924965,28.027716,0
7/28/1992,39.523811,40.122658,38.924965,39.523811,28.458916,0
